datetime;pv_power_1;pv_power_2;pv_power_3;hour;Ta;area_1;area_2;area_3;irradiance_common
2019-04-15 08:00:00;706.165520362;5886.4138489273;2867.0157693774;8;12;39.2543064596;40.7643858143;41.5038863765;110.365057917
2019-04-15 09:00:00;3795.3561056168;697.6193740345;5384.9111210154;9;15;39.2543064596;40.7643858143;41.5038863765;604.2897658766
2019-04-15 10:00:00;3463.0705810779;4674.9047649079;1792.0323926809;10;18;39.2543064596;40.7643858143;41.5038863765;561.9198602957
2019-04-15 11:00:00;7452.7452695279;1755.7819166682;608.8946551373;11;20;39.2543064596;40.7643858143;41.5038863765;1224.8905122004
2019-04-15 12:00:00;8675.879874689;451.6818434221;607.0790672222;12;22;39.2543064596;40.7643858143;41.5038863765;1444.5573577662
2019-04-15 13:00:00;410.452450013;7724.9095830852;1315.8894842352;13;24;39.2543064596;40.7643858143;41.5038863765;69.2466226242
2019-04-15 14:00:00;1157.4325784603;144.9225037099;7531.6105678299;14;26;39.2543064596;40.7643858143;41.5038863765;197.8892147867
2019-04-15 15:00:00;4343.4569813927;2207.5445231829;1240.6714534244;15;27;39.2543064596;40.7643858143;41.5038863765;747.6296221646
2019-04-15 16:00:00;2873.873138536;1278.02500808;1722.1292967173;16;26;39.2543064596;40.7643858143;41.5038863765;491.3534570956
2019-04-15 17:00:00;1545.8900195686;279.3920770639;550.0365800342;17;25;39.2543064596;40.7643858143;41.5038863765;262.5427473646
2019-04-15 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-04-15 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-15 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-15 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-15 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-15 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 04:00:00;10.9019881175;3.0551180351;6.4322571807;4;3;39.2543064596;40.7643858143;41.5038863765;1.6146929487
2019-04-16 05:00:00;229.5626627693;341.2886551808;833.5049213832;5;4;39.2543064596;40.7643858143;41.5038863765;34.1993486367
2019-04-16 06:00:00;2662.1075842754;68.7127387447;854.8798489799;6;6;39.2543064596;40.7643858143;41.5038863765;401.2837648656
2019-04-16 07:00:00;613.6395193598;2242.6508969944;2158.9245183125;7;8;39.2543064596;40.7643858143;41.5038863765;93.6072617577
2019-04-16 08:00:00;2990.0966809133;4222.7389940171;1366.2665464029;8;12;39.2543064596;40.7643858143;41.5038863765;467.3156418019
2019-04-16 09:00:00;3189.6050920383;1249.4534155967;5229.7799130317;9;15;39.2543064596;40.7643858143;41.5038863765;507.8431801048
2019-04-16 10:00:00;1860.3812114084;5397.1051903417;2475.1672335833;10;18;39.2543064596;40.7643858143;41.5038863765;301.8665447142
2019-04-16 11:00:00;198.5063974034;6697.4406472221;2673.7940120412;11;20;39.2543064596;40.7643858143;41.5038863765;32.6253741403
2019-04-16 12:00:00;2953.5377413924;1577.3353640169;4875.9264685907;12;22;39.2543064596;40.7643858143;41.5038863765;491.7719859418
2019-04-16 13:00:00;1021.7256514234;1199.1857885154;6805.5428067279;13;24;39.2543064596;40.7643858143;41.5038863765;172.3733178042
2019-04-16 14:00:00;2262.8446902708;1783.0682390338;3942.8082313621;14;26;39.2543064596;40.7643858143;41.5038863765;386.8843570463
2019-04-16 15:00:00;1194.2760563868;3265.0043326449;2031.2982783017;15;27;39.2543064596;40.7643858143;41.5038863765;205.5680902612
2019-04-16 16:00:00;1093.5346493941;1597.6532438225;2025.9135941167;16;26;39.2543064596;40.7643858143;41.5038863765;186.9644220647
2019-04-16 17:00:00;398.6954240072;16.1391541111;1315.3058712151;17;25;39.2543064596;40.7643858143;41.5038863765;67.7115387612
2019-04-16 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-16 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 05:00:00;411.1821911582;99.4376806637;9.8568648448;5;4;39.2543064596;40.7643858143;41.5038863765;61.2563164191
2019-04-17 06:00:00;76.7713403928;708.5425208423;297.1939294316;6;6;39.2543064596;40.7643858143;41.5038863765;11.5724445881
2019-04-17 07:00:00;416.9223913271;1354.580230694;338.4893779789;7;8;39.2543064596;40.7643858143;41.5038863765;63.5991688709
2019-04-17 08:00:00;2831.748290248;33.2107185778;1133.0109585075;8;12;39.2543064596;40.7643858143;41.5038863765;442.5677196747
2019-04-17 09:00:00;1828.2971105162;464.6596702348;3615.4856919158;9;15;39.2543064596;40.7643858143;41.5038863765;291.0981742218
2019-04-17 10:00:00;2011.3858129109;2511.5583893151;2878.7969351073;10;18;39.2543064596;40.7643858143;41.5038863765;326.3686397751
2019-04-17 11:00:00;6073.9185468092;1069.7047122809;610.07706891;11;20;39.2543064596;40.7643858143;41.5038863765;998.2744520041
2019-04-17 12:00:00;1352.2930221386;580.395154027;4963.7219205012;12;22;39.2543064596;40.7643858143;41.5038863765;225.1604290517
2019-04-17 13:00:00;1571.4886365549;354.1845123998;2306.395131712;13;24;39.2543064596;40.7643858143;41.5038863765;265.1227458145
2019-04-17 14:00:00;342.4886285748;615.2325381111;1433.4489453141;14;26;39.2543064596;40.7643858143;41.5038863765;58.5561587287
2019-04-17 15:00:00;950.8357787647;504.5994903847;108.7384121839;15;27;39.2543064596;40.7643858143;41.5038863765;163.6652549027
2019-04-17 16:00:00;110.0273835871;23.2790581482;266.3588009314;16;26;39.2543064596;40.7643858143;41.5038863765;18.8116638051
2019-04-17 17:00:00;21.8178613618;5.0062333812;4.4307639237;17;25;39.2543064596;40.7643858143;41.5038863765;3.7053873115
2019-04-17 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-17 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 04:00:00;0;0;0;4;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 05:00:00;75.3100243988;130.224493614;72.6399866538;5;4;39.2543064596;40.7643858143;41.5038863765;11.2193932113
2019-04-18 06:00:00;175.084766942;527.8199178103;518.164064581;6;6;39.2543064596;40.7643858143;41.5038863765;26.3921243695
2019-04-18 07:00:00;1600.2490668748;229.4531430517;473.7563054068;7;8;39.2543064596;40.7643858143;41.5038863765;244.1090062725
2019-04-18 08:00:00;827.9771564694;226.738032602;1987.4500802619;8;12;39.2543064596;40.7643858143;41.5038863765;129.402730936
2019-04-18 09:00:00;2011.6490933406;596.8091962943;1145.1090883651;9;15;39.2543064596;40.7643858143;41.5038863765;320.2911468153
2019-04-18 10:00:00;724.3967491938;1124.5968253191;2876.7502088205;10;18;39.2543064596;40.7643858143;41.5038863765;117.5410406966
2019-04-18 11:00:00;3068.6056578551;2855.1308921614;1012.8332459835;11;20;39.2543064596;40.7643858143;41.5038863765;504.3384444333
2019-04-18 12:00:00;3183.7827115058;2511.5398222039;2843.123802957;12;22;39.2543064596;40.7643858143;41.5038863765;530.1083933691
2019-04-18 13:00:00;1059.2263556084;7001.3406490277;1403.2240313639;13;24;39.2543064596;40.7643858143;41.5038863765;178.6999875823
2019-04-18 14:00:00;5118.8014363169;3186.254663485;1565.1540801981;14;26;39.2543064596;40.7643858143;41.5038863765;875.1746025928
2019-04-18 15:00:00;2308.5377068499;4795.0615089677;2190.1881268492;15;27;39.2543064596;40.7643858143;41.5038863765;397.3634781969
2019-04-18 16:00:00;404.7377760109;73.1534867417;6949.4419579141;16;26;39.2543064596;40.7643858143;41.5038863765;69.1990550291
2019-04-18 17:00:00;154.5986773768;1708.0080890685;1378.4035708881;17;25;39.2543064596;40.7643858143;41.5038863765;26.2559179396
2019-04-18 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-18 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 04:00:00;15.0747897246;76.9208025218;126.9907464203;4;3;39.2543064596;40.7643858143;41.5038863765;2.232726399
2019-04-19 05:00:00;594.2786335043;830.0931386775;3991.6236178182;5;4;39.2543064596;40.7643858143;41.5038863765;88.5333090728
2019-04-19 06:00:00;1679.8161042142;6291.6558878181;475.416107301;6;6;39.2543064596;40.7643858143;41.5038863765;253.2140077894
2019-04-19 07:00:00;2151.8657940838;196.1209889954;7479.3635822542;7;8;39.2543064596;40.7643858143;41.5038863765;328.2550394805
2019-04-19 08:00:00;3564.461639359;6592.411533577;511.137989064;8;12;39.2543064596;40.7643858143;41.5038863765;557.0818794282
2019-04-19 09:00:00;6690.1653730263;2163.4243663598;1985.4102606139;9;15;39.2543064596;40.7643858143;41.5038863765;1065.1960855422
2019-04-19 10:00:00;1237.2262546405;9591.6201915945;10.153553765;10;18;39.2543064596;40.7643858143;41.5038863765;200.753056539
2019-04-19 11:00:00;3697.6539708184;3938.8255484454;3202.5204807362;11;20;39.2543064596;40.7643858143;41.5038863765;607.7252210369
2019-04-19 12:00:00;2360.3009264261;3383.1020704457;5095.5970031283;12;22;39.2543064596;40.7643858143;41.5038863765;392.9964590402
2019-04-19 13:00:00;6257.9815945308;13.6449637112;4406.8815730914;13;24;39.2543064596;40.7643858143;41.5038863765;1055.7717217963
2019-04-19 14:00:00;7588.7350319114;803.4370460659;1852.6339420227;14;26;39.2543064596;40.7643858143;41.5038863765;1297.4654806134
2019-04-19 15:00:00;2029.734516947;7119.5444236256;235.6282620941;15;27;39.2543064596;40.7643858143;41.5038863765;349.3737031356
2019-04-19 16:00:00;7433.5778109378;37.1407488291;268.1732855664;16;26;39.2543064596;40.7643858143;41.5038863765;1270.937852829
2019-04-19 17:00:00;1450.727484074;1568.9338961011;1219.3992598249;17;25;39.2543064596;40.7643858143;41.5038863765;246.3810326251
2019-04-19 18:00:00;2.230734338;0.2446019216;3.7197544071;18;22;39.2543064596;40.7643858143;41.5038863765;0.3714232732
2019-04-19 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-19 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 04:00:00;13.8029674022;60.9020932934;87.5234566377;4;3;39.2543064596;40.7643858143;41.5038863765;2.0443568545
2019-04-20 05:00:00;1569.8882226891;852.7384918045;888.415606173;5;4;39.2543064596;40.7643858143;41.5038863765;233.875814127
2019-04-20 06:00:00;4551.6332836483;1347.0017456813;1051.3703093372;6;6;39.2543064596;40.7643858143;41.5038863765;686.1092132935
2019-04-20 07:00:00;5984.7259563972;1082.018592257;1622.9106553458;7;8;39.2543064596;40.7643858143;41.5038863765;912.9363273948
2019-04-20 08:00:00;564.7465777629;6105.9305265486;1725.9951123553;8;12;39.2543064596;40.7643858143;41.5038863765;88.2630020385
2019-04-20 09:00:00;6829.7926188879;151.5850082303;1307.0298402151;9;15;39.2543064596;40.7643858143;41.5038863765;1087.4272842397
2019-04-20 10:00:00;621.9173292031;6591.4813489873;2077.8836511429;10;18;39.2543064596;40.7643858143;41.5038863765;100.9126700018
2019-04-20 11:00:00;3855.4554067012;2787.7110550764;1947.0276695557;11;20;39.2543064596;40.7643858143;41.5038863765;633.6605609196
2019-04-20 12:00:00;1555.0984524443;3060.3294752099;2292.9773290125;12;22;39.2543064596;40.7643858143;41.5038863765;258.9280792237
2019-04-20 13:00:00;1095.6868999531;2934.9802295466;1308.0221038336;13;24;39.2543064596;40.7643858143;41.5038863765;184.8511740469
2019-04-20 14:00:00;3167.4236719185;559.7300290372;1312.145491711;14;26;39.2543064596;40.7643858143;41.5038863765;541.5425442463
2019-04-20 15:00:00;4967.0987870311;918.3972325916;1028.567195044;15;27;39.2543064596;40.7643858143;41.5038863765;854.9757037565
2019-04-20 16:00:00;1731.1053958339;3604.1761621699;382.979820663;16;26;39.2543064596;40.7643858143;41.5038863765;295.9715268689
2019-04-20 17:00:00;2124.7162376075;594.4582673761;96.5953670164;17;25;39.2543064596;40.7643858143;41.5038863765;360.8463935535
2019-04-20 18:00:00;3.1100442464;1.5736901803;0.60088024;18;22;39.2543064596;40.7643858143;41.5038863765;0.5178307404
2019-04-20 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-20 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 04:00:00;0.5511569201;91.2974152127;211.0966605339;4;3;39.2543064596;40.7643858143;41.5038863765;0.0816318256
2019-04-21 05:00:00;519.2573597899;943.515103163;3556.7371243804;5;4;39.2543064596;40.7643858143;41.5038863765;77.3569328103
2019-04-21 06:00:00;540.9217266842;821.6898152896;6690.7630493595;6;6;39.2543064596;40.7643858143;41.5038863765;81.5380671554
2019-04-21 07:00:00;5893.5103648699;266.9974506549;3226.6972551419;7;8;39.2543064596;40.7643858143;41.5038863765;899.0219012812
2019-04-21 08:00:00;2342.8677613458;4951.2764976135;2844.733418374;8;12;39.2543064596;40.7643858143;41.5038863765;366.1616557549
2019-04-21 09:00:00;7065.8953861268;1406.7464903541;1995.4933081859;9;15;39.2543064596;40.7643858143;41.5038863765;1125.0191417538
2019-04-21 10:00:00;1039.7743931216;6562.1565488171;2925.6790400613;10;18;39.2543064596;40.7643858143;41.5038863765;168.7144018705
2019-04-21 11:00:00;1721.5698589867;3876.9944684664;4857.0337472136;11;20;39.2543064596;40.7643858143;41.5038863765;282.9473583358
2019-04-21 12:00:00;1299.0365620997;421.1458212171;8746.2980473499;12;22;39.2543064596;40.7643858143;41.5038863765;216.2930850694
2019-04-21 13:00:00;3504.6626550874;3893.4697716988;2896.0633032138;13;24;39.2543064596;40.7643858143;41.5038863765;591.2647184694
2019-04-21 14:00:00;5475.5274097096;3461.4493347004;525.9736669233;14;26;39.2543064596;40.7643858143;41.5038863765;936.1649566596
2019-04-21 15:00:00;2607.197315958;4169.4341712175;1634.7938128246;15;27;39.2543064596;40.7643858143;41.5038863765;448.7710946807
2019-04-21 16:00:00;39.4827343735;4224.0202854321;2316.0012121944;16;26;39.2543064596;40.7643858143;41.5038863765;6.7504643019
2019-04-21 17:00:00;2282.195683064;758.9857437123;253.4265612238;17;25;39.2543064596;40.7643858143;41.5038863765;387.5915602473
2019-04-21 18:00:00;0.6573922456;14.9217322292;5.1354088585;18;22;39.2543064596;40.7643858143;41.5038863765;0.1094575788
2019-04-21 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-21 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 04:00:00;16.7653531919;23.266800689;3.8031707858;4;3;39.2543064596;40.7643858143;41.5038863765;2.4831156748
2019-04-22 05:00:00;769.8854563464;793.688114891;18.5663547626;5;4;39.2543064596;40.7643858143;41.5038863765;114.6945274735
2019-04-22 06:00:00;1007.340489943;444.4058413388;2989.3099127182;6;6;39.2543064596;40.7643858143;41.5038863765;151.8456228792
2019-04-22 07:00:00;1638.5093541809;4244.1765117577;2014.6552987282;7;8;39.2543064596;40.7643858143;41.5038863765;249.9453981864
2019-04-22 08:00:00;4008.6220206697;1566.4163217032;3353.5132389605;8;12;39.2543064596;40.7643858143;41.5038863765;626.4987297194
2019-04-22 09:00:00;1427.1184226938;6144.177623626;1563.7649803469;9;15;39.2543064596;40.7643858143;41.5038863765;227.2232258395
2019-04-22 10:00:00;4658.9711677393;2839.7053496945;1951.6789758995;10;18;39.2543064596;40.7643858143;41.5038863765;755.9673897501
2019-04-22 11:00:00;1745.034784998;2565.68322679;4158.840458212;11;20;39.2543064596;40.7643858143;41.5038863765;286.8039191334
2019-04-22 12:00:00;880.6510039951;1798.7470944152;4299.4317542564;12;22;39.2543064596;40.7643858143;41.5038863765;146.6307631986
2019-04-22 13:00:00;62.5328304256;4398.5507722263;1670.1075460148;13;24;39.2543064596;40.7643858143;41.5038863765;10.5497903837
2019-04-22 14:00:00;186.4631547175;764.8824210542;7331.6640695615;14;26;39.2543064596;40.7643858143;41.5038863765;31.8800835231
2019-04-22 15:00:00;1771.8157307711;2345.765132853;2606.8552503758;15;27;39.2543064596;40.7643858143;41.5038863765;304.9787141939
2019-04-22 16:00:00;1171.0811134121;2877.3449827503;1692.8982658376;16;26;39.2543064596;40.7643858143;41.5038863765;200.2227397927
2019-04-22 17:00:00;631.1664754577;1014.794992652;17.8009452236;17;25;39.2543064596;40.7643858143;41.5038863765;107.1927358438
2019-04-22 18:00:00;0;0;0;18;22;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-22 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 04:00:00;11.182272239;17.5690925927;16.3966831683;4;3;39.2543064596;40.7643858143;41.5038863765;1.6562058168
2019-04-23 05:00:00;200.1160288251;238.6134221205;464.5831743877;5;4;39.2543064596;40.7643858143;41.5038863765;29.8125041547
2019-04-23 06:00:00;527.3678580882;1315.4276772123;460.9761066995;6;6;39.2543064596;40.7643858143;41.5038863765;79.4949688783
2019-04-23 07:00:00;6343.6659604676;1057.3070670101;328.9296738557;7;8;39.2543064596;40.7643858143;41.5038863765;967.6906087869
2019-04-23 08:00:00;3045.8845177751;2087.3275430357;4005.1994211893;8;12;39.2543064596;40.7643858143;41.5038863765;476.0346002738
2019-04-23 09:00:00;2893.938550913;38.0179456967;6674.0542627235;9;15;39.2543064596;40.7643858143;41.5038863765;460.7676857527
2019-04-23 10:00:00;3962.5220404151;1034.325089516;4657.1153654023;10;18;39.2543064596;40.7643858143;41.5038863765;642.9611465429
2019-04-23 11:00:00;1666.5665971715;5952.0488263024;1303.0256931929;11;20;39.2543064596;40.7643858143;41.5038863765;273.9073373636
2019-04-23 12:00:00;4001.3322265502;2758.9294143987;2840.9293763844;12;22;39.2543064596;40.7643858143;41.5038863765;666.2325887652
2019-04-23 13:00:00;422.7217013848;5211.2947894352;3890.80534118;13;24;39.2543064596;40.7643858143;41.5038863765;71.3165438041
2019-04-23 14:00:00;6742.9094853931;833.45712532;1472.9362479536;14;26;39.2543064596;40.7643858143;41.5038863765;1152.8525188202
2019-04-23 15:00:00;3509.6854754705;2997.471150958;1626.0291349048;15;27;39.2543064596;40.7643858143;41.5038863765;604.1143810526
2019-04-23 16:00:00;3758.0237223958;1551.0557656335;938.286471304;16;26;39.2543064596;40.7643858143;41.5038863765;642.5189487617
2019-04-23 17:00:00;218.8689028527;493.5207188672;1841.2450569467;17;25;39.2543064596;40.7643858143;41.5038863765;37.1711068318
2019-04-23 18:00:00;5.5901820904;1.9325565037;22.8360960726;18;22;39.2543064596;40.7643858143;41.5038863765;0.9307803689
2019-04-23 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-23 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 04:00:00;147.3570505202;102.8021530762;29.3521110703;4;3;39.2543064596;40.7643858143;41.5038863765;21.8250458403
2019-04-24 05:00:00;760.4961659809;1545.4370947268;766.3740632923;5;4;39.2543064596;40.7643858143;41.5038863765;113.2957476772
2019-04-24 06:00:00;1382.2210774598;3732.3657242331;1121.2031056404;6;6;39.2543064596;40.7643858143;41.5038863765;208.3547941924
2019-04-24 07:00:00;6153.1566687107;219.4556452351;2580.6425527209;7;8;39.2543064596;40.7643858143;41.5038863765;938.6294864534
2019-04-24 08:00:00;670.962672028;1755.7316707091;7616.5062772629;8;12;39.2543064596;40.7643858143;41.5038863765;104.8632820823
2019-04-24 09:00:00;1406.825133926;5065.1057729711;1560.8568104362;9;15;39.2543064596;40.7643858143;41.5038863765;223.9921649384
2019-04-24 10:00:00;3386.5588550987;5576.0015725033;1569.2719470646;10;18;39.2543064596;40.7643858143;41.5038863765;549.5050228367
2019-04-24 11:00:00;3598.0539698274;3601.8662297893;3244.1620397165;11;20;39.2543064596;40.7643858143;41.5038863765;591.3555355295
2019-04-24 12:00:00;665.6086430902;5820.785664763;3707.1287901469;12;22;39.2543064596;40.7643858143;41.5038863765;110.8256311356
2019-04-24 13:00:00;3411.5003590384;5019.8618991864;949.2117531085;13;24;39.2543064596;40.7643858143;41.5038863765;575.5474914018
2019-04-24 14:00:00;4359.7264085165;1440.6399672702;2570.1429035466;14;26;39.2543064596;40.7643858143;41.5038863765;745.3935993525
2019-04-24 15:00:00;3601.8884974927;1826.2402577249;2110.9352861158;15;27;39.2543064596;40.7643858143;41.5038863765;619.9850828489
2019-04-24 16:00:00;2232.1004173158;156.6564848725;3310.2230998117;16;26;39.2543064596;40.7643858143;41.5038863765;381.6279298924
2019-04-24 17:00:00;809.8961649862;478.3632585771;1206.0642471034;17;25;39.2543064596;40.7643858143;41.5038863765;137.546889846
2019-04-24 18:00:00;25.4171286647;3.993552896;17.1777491061;18;22;39.2543064596;40.7643858143;41.5038863765;4.2320203548
2019-04-24 19:00:00;0;0;0;19;20;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 20:00:00;0;0;0;20;18;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 21:00:00;0;0;0;21;15;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 22:00:00;0;0;0;22;10;39.2543064596;40.7643858143;41.5038863765;0
2019-04-24 23:00:00;0;0;0;23;7;39.2543064596;40.7643858143;41.5038863765;0
2019-04-25 00:00:00;0;0;0;0;5;39.2543064596;40.7643858143;41.5038863765;0
2019-04-25 01:00:00;0;0;0;1;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-25 02:00:00;0;0;0;2;4;39.2543064596;40.7643858143;41.5038863765;0
2019-04-25 03:00:00;0;0;0;3;3;39.2543064596;40.7643858143;41.5038863765;0
2019-04-25 04:00:00;336.3418017726;79.3133400376;126.2177808565;4;3;39.2543064596;40.7643858143;41.5038863765;49.8155684833
